chunk_id,assigned_user_id,buyer_name,buyer_fname,buyer_lname,period_start,period_end,period_year,period_quarter,period_label,total_leads,total_upsheets,leads_with_opportunity,total_opportunities,opportunity_upsheets,delivered_upsheets,sold_upsheets,delivered_opportunity_upsheets,total_expected_amount,latest_expected_amount,avg_sale_value,realization_amount,lead_to_opportunity_conversion_rate,close_rate,total_sale_value,realization_percent,workload_band,conversion_band,execution_band,value_band,realization_band,doc_type,kpi_version,source_file,chunk_text
kpi_buyer_40_2019_q1,40,Buyer40 User40,Buyer40,User40,2019-01-01,2019-03-31,2019,1,2019 Q1,1,1,1,0,0,1,1,1,0.00,0.00,9000.00,1755.00,100.00,,9000.00,24.22,low workload,strong conversion,no closing activity,low value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer40 User40
Period: 2019 Q1
Period Start: 2019-01-01
Period End: 2019-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 9000.00

Interpretation
Buyer40 User40 recorded low workload in 2019 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 9000.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_40_2026_q1,40,Buyer40 User40,Buyer40,User40,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,2,1,0,0,0,15295.00,7245.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer40 User40
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer40 User40 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_41_2019_q1,41,Buyer41 User41,Buyer41,User41,2019-01-01,2019-03-31,2019,1,2019 Q1,1,1,1,0,0,1,1,1,0.00,0.00,9205.00,1030.00,100.00,,9205.00,12.60,low workload,strong conversion,no closing activity,low value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer41 User41
Period: 2019 Q1
Period Start: 2019-01-01
Period End: 2019-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 9205.00

Interpretation
Buyer41 User41 recorded low workload in 2019 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 9205.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_41_2026_q1,41,Buyer41 User41,Buyer41,User41,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,8175.00,8175.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer41 User41
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer41 User41 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_42_2019_q1,42,Buyer42 User42,Buyer42,User42,2019-01-01,2019-03-31,2019,1,2019 Q1,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer42 User42
Period: 2019 Q1
Period Start: 2019-01-01
Period End: 2019-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer42 User42 recorded low workload in 2019 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_42_2026_q1,42,Buyer42 User42,Buyer42,User42,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,8150.00,8150.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer42 User42
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer42 User42 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_43_2019_q1,43,Buyer43 User43,Buyer43,User43,2019-01-01,2019-03-31,2019,1,2019 Q1,1,1,1,0,0,1,0,1,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer43 User43
Period: 2019 Q1
Period Start: 2019-01-01
Period End: 2019-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer43 User43 recorded low workload in 2019 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_43_2026_q1,43,Buyer43 User43,Buyer43,User43,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,8275.00,8275.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer43 User43
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer43 User43 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_44_2019_q1,44,Buyer44 User44,Buyer44,User44,2019-01-01,2019-03-31,2019,1,2019 Q1,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer44 User44
Period: 2019 Q1
Period Start: 2019-01-01
Period End: 2019-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer44 User44 recorded low workload in 2019 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_44_2019_q2,44,Buyer44 User44,Buyer44,User44,2019-04-01,2019-06-30,2019,2,2019 Q2,0,0,0,0,0,1,0,1,0.00,0.00,,0.00,,,0.00,,low workload,no conversion activity,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer44 User44
Period: 2019 Q2
Period Start: 2019-04-01
Period End: 2019-06-30

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer44 User44 recorded low workload in 2019 Q2.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_44_2026_q1,44,Buyer44 User44,Buyer44,User44,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,8400.00,8400.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer44 User44
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer44 User44 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_45_2019_q1,45,Buyer45 User45,Buyer45,User45,2019-01-01,2019-03-31,2019,1,2019 Q1,1,1,1,0,0,0,0,0,0.00,0.00,,0.00,100.00,,0.00,,low workload,strong conversion,no closing activity,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer45 User45
Period: 2019 Q1
Period Start: 2019-01-01
Period End: 2019-03-31

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 0.00

Interpretation
Buyer45 User45 recorded low workload in 2019 Q1.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_45_2019_q2,45,Buyer45 User45,Buyer45,User45,2019-04-01,2019-06-30,2019,2,2019 Q2,0,0,0,0,0,1,1,1,0.00,0.00,9425.00,1050.00,,,9425.00,12.54,low workload,no conversion activity,no closing activity,low value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer45 User45
Period: 2019 Q2
Period Start: 2019-04-01
Period End: 2019-06-30

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: N/A
Total Sale Value: 9425.00

Interpretation
Buyer45 User45 recorded low workload in 2019 Q2.
Lead conversion performance was no conversion activity, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 9425.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_45_2026_q1,45,Buyer45 User45,Buyer45,User45,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,8375.00,8375.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer45 User45
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer45 User45 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_46_2019_q2,46,Buyer46 User46,Buyer46,User46,2019-04-01,2019-06-30,2019,2,2019 Q2,1,1,1,0,0,1,1,1,0.00,0.00,9630.00,1130.00,100.00,,9630.00,13.29,low workload,strong conversion,no closing activity,low value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer46 User46
Period: 2019 Q2
Period Start: 2019-04-01
Period End: 2019-06-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 9630.00

Interpretation
Buyer46 User46 recorded low workload in 2019 Q2.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 9630.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_46_2026_q1,46,Buyer46 User46,Buyer46,User46,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,8500.00,8500.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer46 User46
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer46 User46 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
kpi_buyer_47_2019_q2,47,Buyer47 User47,Buyer47,User47,2019-04-01,2019-06-30,2019,2,2019 Q2,1,1,1,0,0,1,1,1,0.00,0.00,9835.00,1210.00,100.00,,9835.00,14.03,low workload,strong conversion,no closing activity,low value generation,above target realization,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer47 User47
Period: 2019 Q2
Period Start: 2019-04-01
Period End: 2019-06-30

KPI Snapshot
Total Leads: 1
Total Upsheets: 1
Conversion Rate: 100.00%
Close Rate: N/A
Total Sale Value: 9835.00

Interpretation
Buyer47 User47 recorded low workload in 2019 Q2.
Lead conversion performance was strong conversion, while closing execution was no closing activity.
The buyer generated low value generation, with pricing performance classified as above target realization.
Total realized sale value for this period was 9835.00.
No closing basis was available for this quarter (no opportunities reached a closing stage)."
kpi_buyer_47_2026_q1,47,Buyer47 User47,Buyer47,User47,2026-01-01,2026-03-31,2026,1,2026 Q1,0,0,0,1,1,0,0,0,8625.00,8625.00,,0.00,,0.00,0.00,,low workload,no conversion activity,weak execution,low value generation,no realization data,buyer_quarterly_kpi,v1,KPIs\large_seed_res\kpi_buyer_quarterly.csv,"Buyer Quarterly Performance Summary

Buyer: Buyer47 User47
Period: 2026 Q1
Period Start: 2026-01-01
Period End: 2026-03-31

KPI Snapshot
Total Leads: 0
Total Upsheets: 0
Conversion Rate: N/A
Close Rate: 0.00%
Total Sale Value: 0.00

Interpretation
Buyer47 User47 recorded low workload in 2026 Q1.
Lead conversion performance was no conversion activity, while closing execution was weak execution.
The buyer generated low value generation, with pricing performance classified as no realization data.
Total realized sale value for this period was 0.00."
